"patch","doy","crop","sm_30","sm_60","sm_90","band_1","band_2","band_3","band_4","band_5","band_6","band_7","band_8","Aspect_1m","DEM_1m","Slope_1m","TWI","lon","lat","cluster","NDVI","GNDVI","EVI","NDRE","MCARI","LCCI","nmin_90"
"59",344,"CC3",13.8649297334067,9.33422998050003,11.5958168691283,NA,280.5,NA,877.5,NA,488.5,NA,3708.5,126.46646,72.13,2.047798,6.1038136,14.1402688535202,52.4465861372316,4,0.767214677150346,0.617313563017881,1.7743979721166,NA,NA,NA,16.91
"58",344,"Fal",22.0366781713173,13.0799689240827,14.8751841088889,NA,360.5,NA,732,NA,800.5,NA,1725.5,109.97992,75.08,1.6760719,6.965665,14.1400659815903,52.4474708151722,4,0.366191607284244,0.404272634791455,0.604456642488401,NA,NA,NA,28.2033333333333
"51",344,"Fal",15.4839909851447,9.08139567295635,8.0410596445848,NA,305,NA,562.5,NA,652,NA,1556,142.12099,72.66,0.81654674,4.944166,14.1393434424512,52.4458643526286,4,0.409420289855072,0.468963889544489,0.71035674996071,NA,NA,NA,6.26
"50",344,"Rap",21.3145475787982,13.9640340437628,13.5210190034018,NA,350,NA,810,NA,638.5,NA,3550.5,140.4368,75.26,2.1358428,4.898529,14.1391503869496,52.4467583166469,2,0.695153974695631,0.628482972136223,1.53021544929059,NA,NA,NA,3.78333333333333
"49",344,"CC3",25.2984843986647,18.2084499192597,15.411743749948,NA,278,NA,740,NA,400,NA,3354.5,0,77.08,1.4321835,4.7876196,14.1387913590246,52.4473816685676,2,0.786922359834865,0.638539504212969,2.01232802070563,NA,NA,NA,12.7433333333333
"40",344,"Fal",20.6045681527236,14.2409960949281,13.0506397759868,NA,260,NA,576.5,NA,691.5,NA,1782,173.67473,74.38,0.64869124,10.542628,14.1380916274437,52.4466804094467,2,0.440873256519102,0.511129955480178,0.684643395278754,NA,NA,NA,5.60666666666667
"39",344,"Bar",27.1269015724947,19.8905484815477,13.9123789403812,NA,331.5,NA,904,NA,517,NA,3724.5,256.4272,76.14,2.1354916,7.777892,14.1379889453182,52.4473215672708,2,0.756218318990923,0.609376687911851,1.8471062482004,NA,NA,NA,11.7333333333333
"21",344,"Bar",24.9628727875717,16.4273897635666,15.3851645048688,NA,345,NA,966.5,NA,618,NA,4461.5,186.63504,77.64,3.0973403,4.3031917,14.1361661431791,52.4456346956956,5,0.756668963480658,0.643883566691231,1.72107289987462,NA,NA,NA,9.6
"20",344,"Rap",23.3775831777523,13.8127134682817,13.9745201456429,NA,375,NA,793.5,NA,616.5,NA,3075.5,91.84943,79.5,2.2202392,7.0344896,14.13579069427,52.4462646980126,5,0.666034669555796,0.589816490049108,1.55122382033813,NA,NA,NA,5.22
"19",344,"Fal",22.269265931693,10.571303181229,11.7193868461103,NA,317.5,NA,590,NA,692,NA,1572.5,60.945396,78.88,2.2109225,6.087723,14.1356152463121,52.4471455920046,5,0.388827555751822,0.454335260115607,0.658219331688719,NA,NA,NA,12.0633333333333
"13",344,"CC3",24.1458614344767,17.5968765371135,13.793222702438,NA,299.5,NA,529.5,NA,603,NA,1386.5,85.596664,80.89,1.8668156,4.52244,14.1349516888755,52.4464441423173,5,0.393817542096004,0.447286012526096,0.709884932499773,NA,NA,NA,11.7833333333333
"12",344,"Fal",23.9616549166374,14.9877611697494,13.9960952221651,NA,370.5,NA,548.5,NA,602,NA,1402.5,62.359627,80.96,1.6974497,4.2121434,14.134927465579,52.4464441423173,5,0.399351459216762,0.437724243977447,0.8947133117246,NA,NA,NA,4.63
"12",293,"Maiz",16.4290003756401,8.64956847810019,11.9901501361756,864,933.333333333333,948.333333333333,1041,1047.66666666667,1174.66666666667,1368.66666666667,2064,62.359627,80.96,1.6974497,4.2121434,14.134927465579,52.4464441423173,5,0.274598600247015,0.329468599033816,1.05221643792396,0.202563604583414,-0.0483459908432895,216814.115045057,2.82
"13",285,"Soy",10.5615193725834,7.68345827000419,13.7754635415563,355,367,477,605,678,749,1060,1821,85.596664,80.89,1.8668156,4.52244,14.1349516888755,52.4464441423173,5,0.417120622568093,0.50123660346249,0.752069594499789,0.264144394307532,-0.0782519881490722,316000.155642023,3.73666666666667
"21",189,"Bar",13.060891318483,10.7422061656428,12.4177673689389,NA,988.333333333333,NA,1489,NA,2064.33333333333,NA,3364.66666666667,186.63504,77.64,3.0973403,4.3031917,14.1361661431791,52.4456346956956,5,0.239516178547308,0.386443238788545,0.389827121015289,NA,NA,NA,13.06
"39",189,"Bar",17.4251972189182,12.3110783923126,13.633082742855,NA,984.666666666667,NA,1448.66666666667,NA,1979.33333333333,NA,3190.66666666667,256.4272,76.14,2.1354916,7.777892,14.1379889453182,52.4473215672708,2,0.234300451321728,0.375484983474637,0.394177368969108,NA,NA,NA,4.2
"49",285,"Soy",10.7122264319776,10.8969620555619,14.0852606844638,630,700,943,1024,1264,1320,1731,2811,0,77.08,1.4321835,4.7876196,14.1387913590246,52.4473816685676,2,0.360929557007988,0.465971316818774,0.679952572053995,0.23778071334214,-0.071859587378569,703013.177196805,2.96666666666667
"59",256,"Sun",7.96706130702787,4.68322387836763,6.18439661068275,285,687,819,932,971,1131,1430,2285,126.46646,72.13,2.047798,6.1038136,14.1402688535202,52.4465861372316,4,0.337822014051522,0.420578178427106,0.736063273376706,0.230148048452221,-0.0650549656699058,397371.927400468,1.18333333333333
"66",293,"Maiz",17.3732841649765,9.6515822773526,11.0980597247928,980.333333333333,955,1037,1175,1195.66666666667,1289.33333333333,1643,2446.33333333333,90.0046,72.95,2.7193222,5.8198705,14.1410482157739,52.447947700967,0,0.309717141072544,0.351067746686303,0.95751724137931,0.196446038474079,-0.065255864812313,408462.398857857,6.22333333333333
"73",189,"Bar",14.4456622978751,12.2251307329748,12.9445976911157,NA,958.666666666667,NA,1437.66666666667,NA,1965.66666666667,NA,3125.33333333333,199.29083,74.02,3.0325541,5.8825154,14.1419920646236,52.448667792781,0,0.22778759903097,0.369859010884652,0.375037730153939,NA,NA,NA,4.28333333333333
"76",293,"Maiz",12.8854809328565,7.2710083118847,4.46126866911414,931.333333333333,939,971.666666666667,1079,1063,1183.66666666667,1418.66666666667,2124,146.28304,70.67,0.51658386,5.4020534,14.1421135609982,52.4467136260298,4,0.284289025496322,0.326256634405245,1.07614251926452,0.19909672563041,-0.0534775828067241,241183.449304086,9.46666666666667
"81",285,"Soy",13.1426488709831,10.0157825492956,13.3173754566262,612,800,1017,1113,1372,1545,1891,2602,142.12816,74.82,2.448353,4.944151,14.1430031008383,52.4489951928179,0,0.254883047986496,0.400807537012113,0.449940405244338,0.158246160694414,-0.0678736764811754,595690.230045816,3.80333333333333
"89",256,"Sun",10.6644372279432,7.36848921323768,8.24939425444262,432,647,771,861,996,1129,1378,2282,128.29315,71.99,1.7330164,7.3268886,14.1439102253741,52.4484097848587,3,0.338024039871006,0.452115812917595,0.685574979188964,0.246994535519126,-0.0602886816394974,391284.121665201,0.636666666666667
"95",293,"Maiz",12.2956049558196,7.6459757483779,6.80674866400411,958.666666666667,904.666666666667,1027,1117.33333333333,1077.33333333333,1123,1479.66666666667,2250,159.44875,70.74,1.2238753,7.0242953,14.1452327097831,52.4485049887166,3,0.33412392528906,0.336369035834488,1.27835753176044,0.206542139601394,-0.0671162457703502,314403.819843858,3.90333333333333
"115",293,"Maiz",14.1987823124393,8.17295086550364,4.81510074648802,921.333333333333,852.333333333333,919.666666666667,1047,1023,1062.66666666667,1358,2282,135,67.78,0.8104037,5.357184,14.1494371687234,52.4488110440192,1,0.364560494319314,0.370982276960048,1.34495183469373,0.253846153846154,-0.0594935151358501,272674.844528603,7.28
"119",256,"Sun",9.40415621332827,6.8028893885196,7.88266888271772,347,561,697,811,857,978,1224,1910,299.05707,69.33,1.4743903,5.0462446,14.1504930684504,52.4488922986153,1,0.322714681440443,0.403895626607865,0.652386952260955,0.218889597957881,-0.0638516155489433,271227.167590028,1.09333333333333
"12",343,"Whe",19.4042794471722,8.48581475270487,11.9555263295797,2351,2296,2320,2455,2548,2628,2549,3116,62.359627,80.96,1.6974497,4.2121434,14.134927465579,52.4464441423173,5,0.084958217270195,0.118650152575839,0.732732732732733,0.10008826125331,0.00748411326118531,39962.3064066852,2.78666666666667
"13",346,"Fal",16.4369863816405,8.9463321752162,13.8204384783781,635.5,453.5,444.5,701,645,723,993.5,1806,85.596664,80.89,1.8668156,4.52244,14.1349516888755,52.4464441423173,5,0.428232502965599,0.440765855604308,0.986788154897494,0.290230398285408,-0.0679696951404856,212249.693060498,4.01333333333333
"19",343,"Rap",14.2148042320499,8.60618981313992,9.93643424136075,2282,2210,2319,2321,2233,2040,2948,4929,60.945396,78.88,2.2109225,6.087723,14.1356152463121,52.4471455920046,5,0.414550150667241,0.359724137931034,12.1386554621849,0.251491684651517,-0.0721092257049659,1369533.99440379,3.96
"20",343,"Bar",15.9626940993137,11.564785994676,14.5894393455126,864,938,1009,1137,1015,798,1667,3699,91.84943,79.5,2.2202392,7.0344896,14.13579069427,52.4462646980126,5,0.645096731154103,0.529776674937965,4.99139710942877,0.378680581438688,-0.0757197684408608,958691.154102735,1.62
"21",346,"CC3",15.0442394416677,10.6193736764126,12.5424793780125,592,575.5,612,1041,867,812.5,1615,3231,186.63504,77.64,3.0973403,4.3031917,14.1361661431791,52.4456346956956,5,0.598120440212687,0.512640449438202,1.59500098925015,0.333470903838217,-0.0815569387789159,911860.928403611,1.86333333333333
"39",343,"CC3",17.4333907433769,11.9347257400092,13.6377851730094,612,466,654,798,669,434,1356,3725,256.4272,76.14,2.1354916,7.777892,14.1379889453182,52.4473215672708,2,0.791295984611685,0.647136856068981,2.9021164021164,0.466246801810667,-0.0599842210971954,951083.965376292,6.21
"49",343,"Fal",15.8914077565354,10.9520493060026,14.0161021945163,964,728,790,890,1004,894,922,1511,0,77.08,1.4321835,4.7876196,14.1387913590246,52.4473816685676,2,0.256548856548857,0.258642232403165,1.08933615819209,0.242087957254418,-0.0100256430819425,14875.7288981289,3.93
"50",343,"Bar",14.5561855614113,11.3085024075946,13.4468697883902,1015,824,978,1185,1106,849,1852,3998,140.4368,75.26,2.1358428,4.898529,14.1391503869496,52.4467583166469,2,0.649680214565711,0.542735867258345,2.70254033642293,0.366837606837607,-0.077765676641077,1316043.56736125,1.57333333333333
"51",346,"Rye",14.811692736623,6.17279706848923,5.77193318964624,457,406.5,474,801.5,498,346,1199,3949,142.12099,72.66,0.81654674,4.944166,14.1393434424512,52.4458643526286,4,0.838882421420256,0.662561835596253,3.02544294231254,0.534188034188034,-0.0489798105629221,667078.252910361,3.94666666666667
"58",343,"Rap",12.8793737742411,8.29937791855071,12.0789484735624,1929,1668,1965,2007,1784,1684,2543,4961,109.97992,75.08,1.6760719,6.965665,14.1400659815903,52.4474708151722,4,0.493152746425884,0.423938002296211,3.2052034428795,0.322228144989339,-0.0696372758599969,1202700.91798345,23.4333333333333
"59",343,"Woats",13.6756950050179,6.59007924560842,5.51203275280468,1797,1512,1718,1926,1675,1497,2325,4432,126.46646,72.13,2.047798,6.1038136,14.1402688535202,52.4465861372316,4,0.495024456063417,0.394149103491664,3.53614457831325,0.311824774308125,-0.0708148854514331,839635.236127509,2.72
"60",346,"CC3",9.63277748685764,5.81309304176725,5.1429578606291,444,353,227.5,467.5,441.5,389,827,1515,319.39972,72.4,2.6392844,6.86139,14.1404007015269,52.445933060942,4,0.591386554621849,0.528373266078184,2.34095634095634,0.293766011955593,-0.0878228251297189,275215.187237395,3.11333333333333
"65",343,"Rap",18.4179171341671,10.118585623046,7.10744874204425,971,767,983,1123,999,727,1671,4265,33.66317,73.35,0.51652324,7.0116086,14.1408841089601,52.4488366903575,0,0.708733974358974,0.583147735708983,3.07598678490697,0.436994609164421,-0.0687961143440382,1085151.09294872,13.9566666666667
"66",343,"Whe",18.9656896375153,9.73524926650758,11.1642783787448,2339,1939,2086,2363,2297,2187,2396,3275,90.0046,72.95,2.7193222,5.8198705,14.1410482157739,52.447947700967,0,0.19919443427316,0.16175948918056,1.46591215305847,0.154999118321284,-0.0250437120321432,31282.888319297,24.67
"73",343,"CC3",14.5594407389291,12.0363254278901,13.0406162908326,807,455,596,857,653,473,1568,3810,199.29083,74.02,3.0325541,5.8825154,14.1419920646236,52.448667792781,0,0.779126780294186,0.63274051853439,2.57763015603275,0.416883599851246,-0.0637859305403925,1343350.91641373,1.85333333333333
"74",343,"Bar",15.711487737737,8.74942792728929,7.76927326434981,999,797,921,1060,906,716,1629,4421,196.70004,72.06,1.4949938,6.8241205,14.1420644177065,52.448275154544,0,0.721238076698462,0.613209268381682,3.37985769020252,0.461487603305785,-0.0667030672083561,1103523.82810979,3.92
"76",346,"Fal",15.9786156948655,9.31973474212682,4.39618798312096,578,528,476.5,821,664,920.5,1109.5,1690.5,146.28304,70.67,0.51658386,5.4020534,14.1421135609982,52.4467136260298,4,0.294906166219839,0.346207445749552,0.591488707942848,0.2075,-0.0550128730874255,164247.768096515,5.31666666666667
"81",343,"Fal",15.3267158970941,11.4063062237398,13.4782493562806,937,565,721,861,940,994,1329,1793,142.12816,74.82,2.448353,4.944151,14.1430031008383,52.4489951928179,0,0.286688195191963,0.351168048229088,0.567390995597216,0.14862267777066,-0.0778821987786838,293832.465016146,5.07
"89",343,"Woats",12.874917439289,7.41897639999594,7.89701438960159,1701,1316,1531,1706,1429,1363,2059,4084,128.29315,71.99,1.7330164,7.3268886,14.1439102253741,52.4484097848587,3,0.499541031760602,0.410708117443869,2.842666109486,0.329643496662868,-0.067608260809193,663912.51055627,2.59
"90",343,"CC3",9.72051929953633,3.13601341485036,5.01847282478595,695,454,590,720,523,342,1191,3458,183.36948,70.16,1.2195559,5.236072,14.1443648851581,52.4475387689377,3,0.82,0.655337482048827,3.69895536562203,0.487631748763175,-0.0542663444073388,738066.42,0.773333333333333
"95",343,"Fal",13.3927797472557,9.84490654375904,7.28820451357457,769,508,577,683,731,748,1066,1859,159.44875,70.74,1.2238753,7.0242953,14.1452327097831,52.4485049887166,3,0.426160337552743,0.462627852084972,1.09436564223798,0.271111111111111,-0.0753842373917676,285470.746835443,13.1
"96",343,"CC3",8.0675798535824,6.28948018048062,7.98869919747521,631,420,527,625,399,337,981,3779,144.45996,70.21,0.61588645,4.5330696,14.1450955727014,52.4478419588227,3,0.836248785228377,0.716167120799273,3.2447209653092,0.58781512605042,-0.0482029664268542,478113.535471331,3.16333333333333
"102",343,"Rye",14.241798770086,6.89803225484565,11.5774462141347,776,674,954,956,800,626,1528,4339,89.98907,69.8,1.1455706,5.298674,14.1461502169532,52.4479197247163,3,0.747834843907351,0.63890462700661,3.05244985202236,0.479120504516789,-0.0641313278980263,1062559.64229607,12.4366666666667
"105",343,"CC3",7.62430977116753,6.89666781728013,9.63770068839297,632,393,492,616,431,276,1213,3780,84.80127,70.43,0.79113495,4.282639,14.1472057063592,52.4493017352567,1,0.863905325443787,0.719745222929936,3.51877887125929,0.514119767674745,-0.0456192850997223,943309.455621302,3.23666666666667
"110",343,"CC3",9.51863452464065,4.26475055545144,9.24791442777419,721,460,442,617,601,400,1152,2611,279.45758,70.19,1.7419513,5.690326,14.1482420623016,52.4493808888657,1,0.73430753902358,0.617719950433705,3.5387323943662,0.387722561785809,-0.071646382149625,694959.669545002,1.44333333333333
"114",343,"Rye",11.8978145540844,6.63988904585901,11.0492209051629,798,574,764,1013,678,512,1496,4715,82.691864,70,2.813887,6.1040874,14.1493077762792,52.4494639260661,1,0.804094126650086,0.646298882681564,3.01679586563308,0.518274029946868,-0.0550098194322149,974439.055098527,6.15666666666667
"115",343,"Fal",15.681086959126,10.1914545411752,4.93688029738616,1066,916,877,1063,1019,1091,1202,2096,135,67.78,0.8104037,5.357184,14.1494371687234,52.4488110440192,1,0.315343583307185,0.327002215891105,1.417089678511,0.27107337780473,-0.0287041154542687,99281.1970505177,7.25
"119",343,"Woats",15.3667627870379,6.69405908479993,8.27295697567891,729,591,757,879,722,554,1214,3160,299.05707,69.33,1.4743903,5.0462446,14.1504930684504,52.4488922986153,1,0.701669359181476,0.564743748452587,3.1741778319123,0.444901691815272,-0.0673216558976444,491978.979536887,3.35
"12",58,"Whe",25.9006506204553,21.7931437530346,22.6250211186416,455.666666666667,492,652.666666666667,764.333333333333,845.333333333333,840.333333333333,1266,2138.66666666667,62.359627,80.96,1.6974497,4.2121434,14.134927465579,52.4464441423173,5,0.435828577822535,0.473418302905041,0.929594272076372,0.256314861954181,-0.0822481114913249,443913.440068131,30.2533333333333
"13",58,"Fal",23.247614493697,20.5120592305274,21.8067435535311,439.666666666667,477.333333333333,636.666666666667,760,844,837.666666666667,1272.66666666667,2102.66666666667,85.596664,80.89,1.8668156,4.52244,14.1349516888755,52.4464441423173,5,0.430223330688131,0.469026548672566,0.890928725701944,0.245901639344262,-0.083978962734808,448327.319653856,19.0433333333333
"19",58,"Rap",27.0609338794567,20.6021966624217,22.5240322295556,438.666666666667,446.666666666667,607.666666666667,735,832.666666666667,777,1296,2417.33333333333,60.945396,78.88,2.2109225,6.087723,14.1356152463121,52.4471455920046,5,0.513513513513513,0.533678756476684,1.09932088285229,0.30197486535009,-0.0842760992749858,585092.675675676,5.32
"20",58,"Bar",27.113355192422,20.3955172388963,23.2838003347852,414.666666666667,441,682,833.666666666667,809.333333333333,644.333333333333,1314,3368,91.84943,79.5,2.2202392,7.0344896,14.13579069427,52.4462646980126,5,0.678823627149622,0.603173343911146,1.73371525567579,0.438701409653994,-0.0704959950447392,700271.663048194,6.73666666666667
"21",58,"CC3",25.7615753649027,20.1636266252014,20.9052431893686,432.666666666667,510.333333333333,724,868.333333333333,1008.66666666667,969,1563,2846.33333333333,186.63504,77.64,3.0973403,4.3031917,14.1361661431791,52.4456346956956,5,0.492049624322908,0.532483847810481,0.970934041306072,0.291049289386151,-0.084485379181296,831055.195138525,2.99
"40",58,"Whe",21.168811992159,19.5777989703969,19.8891886630979,414.666666666667,485,624,750.666666666667,840,784,1265,2200.66666666667,173.67473,74.38,0.64869124,10.542628,14.1380916274437,52.4466804094467,2,0.474648201920929,0.491303365710413,1.08368606252231,0.26998172549774,-0.0851499412338626,492079.446181719,33.0033333333333
"49",58,"Fal",25.390376042828,20.1700919051449,21.9813690182655,482,463.333333333333,592.666666666667,696.666666666667,858.666666666667,868.333333333333,1152.66666666667,1678.66666666667,0,77.08,1.4321835,4.7876196,14.1387913590246,52.4473816685676,2,0.31815207433582,0.413415660959865,0.593274111675127,0.185778196373911,-0.0764660460816113,268296.3716791,17.9866666666667
"59",58,"Woats",14.6453778749229,11.3976139825656,14.3291236241095,475,553.333333333333,727.333333333333,902.666666666667,1044.33333333333,1017.33333333333,1561.66666666667,2604.33333333333,126.46646,72.13,2.047798,6.1038136,14.1402688535202,52.4465861372316,4,0.438196042337782,0.48522003611824,0.870193010674075,0.250280044807169,-0.084976363642603,711628.473907041,6.27666666666667
"60",58,"CC3",19.0106655344793,11.5044739726998,9.71999279278206,296.666666666667,312,396,494,583,588,839.666666666667,1387,319.39972,72.4,2.6392844,6.86139,14.1404007015269,52.445933060942,4,0.404556962025316,0.474747474747475,0.77542701863354,0.245808383233533,-0.079813765923745,186502.422672292,2.62666666666667
"65",55,"Rap",27.7100633891076,19.0799186235675,16.0628906782357,430.666666666667,429,595,748,820.666666666667,786.333333333333,1402,2760.33333333333,33.66317,73.35,0.51652324,7.0116086,14.1408841089601,52.4488366903575,0,0.556578947368421,0.573586698337292,1.15795236791678,0.326339392968687,-0.0846020507003941,782605.657894737,22.2533333333333
"73",55,"CC3",26.6759295972121,22.3114756147151,21.4330006034727,447.666666666667,454.333333333333,725.666666666667,839,925,874.333333333333,1486.33333333333,2942.66666666667,199.29083,74.02,3.0325541,5.8825154,14.1419920646236,52.448667792781,0,0.541874072133438,0.556280299691494,1.08127417837103,0.32881764130353,-0.08224386754999,815664.496647551,2.42666666666667
"74",55,"Bar",26.4059398748875,18.0389489650491,17.833647876422,386.666666666667,425.666666666667,702.333333333333,871.333333333333,808.666666666667,676,1446,3785.33333333333,196.70004,72.06,1.4949938,6.8241205,14.1420644177065,52.448275154544,0,0.696951583980873,0.625769506084467,1.67174450697158,0.44717726519689,-0.0700321532667666,928126.397555954,8.73333333333333
"81",55,"Fal",22.6409386963228,19.6984334242706,21.9309468771559,485,461,631.666666666667,739.333333333333,865.333333333333,956,1190.66666666667,1768,142.12816,74.82,2.448353,4.944151,14.1430031008383,52.4489951928179,0,0.298091042584435,0.410263227864929,0.501544163063619,0.195132942767012,-0.0666449389895982,259659.158100832,19.4933333333333
"89",55,"Woats",17.0229030083928,14.2553144053736,17.5762637792185,425.666666666667,424,617,781.666666666667,888.666666666667,829.333333333333,1371,2600.66666666667,128.29315,71.99,1.7330164,7.3268886,14.1439102253741,52.4484097848587,3,0.51642371234208,0.537794421996649,1.00697339498219,0.30960973562736,-0.0830991746914168,655154.860339056,9.06666666666667
"90",55,"CC3",15.4047271384885,11.1944290182426,8.65120969605794,380,324.666666666667,479,577.666666666667,642.333333333333,615,977.666666666667,2028.66666666667,183.36948,70.16,1.2195559,5.236072,14.1443648851581,52.4475387689377,3,0.534737107552641,0.556720808287505,1.07595900142074,0.349595298813616,-0.0768940305005204,332677.77917875,1.40333333333333
"95",55,"Fal",15.3068895555231,10.2333859996725,9.50379915894443,547.666666666667,572.333333333333,743.333333333333,875.333333333333,1067.33333333333,1120.33333333333,1411.33333333333,2072.66666666667,159.44875,70.74,1.2238753,7.0242953,14.1452327097831,52.4485049887166,3,0.298256602985698,0.406151062867481,0.528702024501277,0.189820130118638,-0.0686518361646886,365559.199638097,6.52
"96",55,"CC3",15.5276683794516,9.44562267199147,11.4714714162244,371.333333333333,339.333333333333,451,559,688,719.333333333333,962.333333333333,1623.66666666667,144.45996,70.21,0.61588645,4.5330696,14.1450955727014,52.4478419588227,3,0.385972400056907,0.487782529016494,0.665799548444095,0.255736014436711,-0.0731960033383295,236834.380107807,5.94666666666667
"102",55,"Rye",18.3253409013708,14.0340452011077,16.2377434599316,478.333333333333,363,612.666666666667,731,743,633,1327.33333333333,3740.33333333333,89.98907,69.8,1.1455706,5.298674,14.1461502169532,52.4479197247163,3,0.710518292682927,0.673028179513941,1.61274696377288,0.476156021837795,-0.0680626730942968,872127.652015582,3.03333333333333
"105",55,"CC3",18.4298327056877,12.3183833177795,15.1501075093262,428,295.333333333333,402,513.333333333333,591.333333333333,601,916.333333333333,1668.66666666667,84.80127,70.43,0.79113495,4.282639,14.1472057063592,52.4493017352567,1,0.470406814510207,0.529483654139933,0.872086691352646,0.29103803997421,-0.0815074453827529,271027.551818671,5.18333333333333
"110",55,"CC3",16.8476526919747,13.2694098383809,16.4828671365445,367,381.666666666667,480,601,664.666666666667,649,1075,2141.33333333333,279.45758,70.19,1.7419513,5.690326,14.1482420623016,52.4493808888657,1,0.534822601839685,0.561687127750091,1.17549755815785,0.331536946833869,-0.0813430132282984,424875.91064389,2.55666666666667
"114",55,"Rye",16.9790231882595,14.6207778466803,18.4076496677385,416.333333333333,393.333333333333,600,747.666666666667,732.666666666667,625,1427,3848.33333333333,82.691864,70,2.813887,6.1040874,14.1493077762792,52.4494639260661,1,0.720566318926975,0.674644618508848,1.73322340120447,0.458991532920511,-0.069617848488204,1064509.59629078,3.25333333333333
"115",55,"Fal",18.3906084458794,13.4619752999489,10.8011708433752,507,517.333333333333,623,760.333333333333,900.333333333333,981,1193.33333333333,1974.33333333333,135,67.78,0.8104037,5.357184,14.1494371687234,52.4488110440192,1,0.33611549740582,0.443929790346173,0.623744139316812,0.246553719877933,-0.0592342696987298,284332.759605985,16.13
"119",55,"Woats",16.9156618804485,11.237724224198,14.1584254835098,393.666666666667,392.666666666667,602.666666666667,721.666666666667,783,704.333333333333,1356.66666666667,2645.33333333333,299.05707,69.33,1.4743903,5.0462446,14.1504930684504,52.4488922986153,1,0.579460642850035,0.571329571329571,1.23557121032083,0.322005663834749,-0.0859697485379191,764738.354562643,5.25
